Local_To_Overseas_Twinnings::pk_local_to_overseas_twinnings_ID,Local_To_Overseas_Twinnings::fk_localconference_ID,Local_To_Overseas_Twinnings::fk_overseasconference_ID,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_ActiveFlag,Local_To_Overseas_Twinnings::----- U I  F I E L D S -----,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_GreenActive,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_RedInActive,Local_To_Overseas_Twinnings::----- L O O K  U P S -----,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_State_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_DioCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_RegionalCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Parish_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Country_LU
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6040,1820,1820,,,,,,ST BRIGID ASRN: 1820,VIC,NORTH WESTERN,BALLARAT,BALLAN,ST MARY SRN: 1820: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
4579,2219,2119,,,,,,ST PETER JULIAN,,EASTERN,YARRA VALLEY,MOOROOLBARK,O.L. OF LOURDES: ,MYANMAR
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5963,16865,2147,,,,,,St Brigid,QLD,,,Cairns,ST JOSEPH CATHEDRAL SRN: 2147: ,PNG
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5909,2179,2188,,,,,,O.L. OF GOOD COUNSEL,QLD,CAIRNS,SOUTHERN,INNISFAIL,HOLY GHOST SRN: 2188: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6419,947,2214,,,,,,ST FRANCIS OF ASSISI,ACT,CANBERRA GOULBURN,TUGGERANONG,CALWELL,ST JOSEPH SRN: 2214: ,THAILAND
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5728,16808,2295,,,,,,Outer East Young Vinnies,VIC,Eastern Central,Ringwood,North Ringwood,ST JOSEPH: Rohanpur,BANGLADESH
6095,2078,2297,,,,,,O.L. OF THE ROSARY,QLD,WESTERN BRISBANE,SOUTH WESTERN,KENMORE,O.L. OF LOURDES SRN: 2297: ,BANGLADESH
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5970,1682,2326,,,,,,TOWNSVILLE DIOCESAN COUNCIL,QLD,TOWNSVILLE,,TOWNSVILLE,O.L. of Perpetual Help (Good Shepherd) SRN: 2326: Ban Phongsoongnoi,THAILAND
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6394,16853,5689,,,,,,Ringwood Regional Council,,Eastern Central,,Ringwood,TRIVANDRUM CENTRAL COUNCIL SRN: 5689: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5922,1688,6748,,,,,,GOOD SHEPHERD,QLD,TOWNSVILLE,WESTERN,MT ISA,ST MONICA SRN: 6748: KEEMBLA,INDIA
5923,1695,6749,,,,,,ST COLMAN,QLD,TOWNSVILLE,BURDEKIN,HOME HILL,OUR LADY OF MERCY SRN: 6749: MANJESHWARA,INDIA
,,,,,,,,,,,,,,
5680,1052,16803,,,,,,O.L.  OF  LOURDES,NSW,LISMORE,TWEED BYRON,BRUNSWICK HEADS,ST FRANCIS OF ASSISI: SHIMLA,India
5684,2223,16805,,,,,,ST FRANCIS XAVIER,VIC,SANDHURST,WANGARATTA,MANSFIELD,SAN ROQUE (A) CONFERENCE: ,Philippines
5687,993,16806,,,,,,ST PATRICK,NSW,SYDNEY ARCH,WESTERN SUBURBS,SUMMER HILL,ST YAKOBUS: SURABAYA,Indonesia
5689,1905,16807,,,,,,ST FRANCIS XAVIER,NSW,MAITLAND/NEWCASTLE,EAST LAKES,BELMONT,ST JOSEPH (GENTS): ARANACKAL,India
5690,1832,16808,,,,,,ST KEVIN,NSW,MAITLAND/NEWCASTLE,EAST LAKES,CARDIFF,AMALOLBHAVAMATHA: PASUPIDINGI,India
5691,1090,16809,,,,,,ST PATRICK,NSW,MAITLAND/NEWCASTLE,EAST LAKES,SWANSEA,LITTLE FLOWER: KOZHIPPILLY,India
5692,1062,16810,,,,,,ST PIUS X,NSW,MAITLAND/NEWCASTLE,EAST LAKES,WINDALE/GATESHEAD,ST. ANTONY (GENTS): KUMBANAD,India
5693,1063,16811,,,,,,HOLY CROSS,NSW,MAITLAND/NEWCASTLE,LAKE MACQUARIE WEST,GLENDALE,INFANT JESUS: PANAVILLA,India
5694,2133,16812,,,,,,O.L. OF VICTORIES,NSW,MAITLAND/NEWCASTLE,NEWCASTLE NORTH,SHORTLAND,ST. ANTONY’S : KUTTAMALA,India
5697,1119,16813,,,,,,ST PATRICK,NSW,MAITLAND/NEWCASTLE,VINEYARD,CESSNOCK,HOLY SPIRIT: KOOTTAPPU AMOORY,India
5695,1119,16814,,,,,,ST PATRICK,NSW,MAITLAND/NEWCASTLE,VINEYARD,CESSNOCK,PIUS X CONFERENCE: KURISUMALA VELLADARA,India
5696,1119,16815,,,,,,ST PATRICK,NSW,MAITLAND/NEWCASTLE,VINEYARD,CESSNOCK,ST FRANCIS XAVIER’S CONFERENCE: NEDUVALI,India
5688,2136,16816,,,,,,ST JOSEPH,NSW,MAITLAND/NEWCASTLE,VINEYARD,KURRI KURRI NIGHT,ST MARY’S CONFERENCE (W): CHULIMANOOR,India
5699,795,16817,,,,,,STELLA MARIS,NSW,WOLLONGONG,CENT ILLAWARRA,WARILLA/SHELLHARBOUR,ST SEBASTIAN: BHARATHANOOR,India
5698,55,16818,,,,,,ST ANDREW,NSW,SYDNEY ARCH,SOUTH SYDNEY,MALABAR,ST JUSTINE : PHURAVITHANGAL,India
5821,2593,16819,,,,,,ST JOHN BOSCO,NSW,SYDNEY ARCH,SUTHERLAND,ENGADINE,ST LAWRENCE SRN: 16819: KAKKANUR,India
5701,1652,16820,,,,,,O.L. OF LOURDES,WA,,,ROCKINGHAM,ST. JOSEPH - SRN 16820: KARAMSAD,India
5702,1659,16821,,,,,,HOLY FAMILY,WA,,,COMO,OUR LADY OF FATIMA - SRN 16821: UMRETH,India
5703,1618,16822,,,,,,HOLY ROSARY,WA,,,NEDLANDS,OUR LADY OF MERCY - SRN 16822: KHAMBHAT,India
5706,890,16824,,,,,,ST GABRIEL (L),NSW,SYDNEY ARCH,ST GEORGE,BEXLEY,ST THOMAS (L) : PUNNATHURA,India
5707,1905,16825,,,,,,ST FRANCIS XAVIER,NSW,MAITLAND/NEWCASTLE,EAST LAKES,BELMONT,St Peter; SRN 16825: Okkur Pudur,India
5708,980,16826,,,,,,ST VINCENT,NSW,SYDNEY ARCH,WESTERN SUBURBS,ASHFIELD,Christ The True Worker: SRN 16826: Toba Tek Singh,Pakistan
5713,1434,16827,,,,,,HOLY FAMILY,QLD,ROCKHAMPTON,ROCKHAMPTON,ROCKHAMPTON,St John Baptist Conference: Toomilia,Bangladesh
5712,1261,16828,,,,,,MARY IMMACULATE,QLD,ROCKHAMPTON,ROCKHAMPTON,EMU PARK,St Augustine of Hippo Conference: Mothbari,Bangladesh
5711,253,16829,,,,,,ST MARY,QLD,TOOWOOMBA,WARWICK,WARWICK,St Agnes Conference: Thanchi,Bangladesh
5714,160,16830,,,,,,ST JOHN VIANNEY,QLD,SOUTHERN,SOUTH EASTERN,MANLY,"Little Flower Vanitha, SRN 16830: Perinchery",India
5715,162,16831,,,,,,GUARDIAN ANGELS,QLD,SOUTHERN,SOUTH EASTERN,WYNNUM,"St Paul, SRN 16831: Thaikkattusserry",India
5717,685,16832,,,,,,ST PETER,QLD,ROCKHAMPTON,ROCKHAMPTON,ROCKHAMPTON,St Joseph Conference: Hashara,Bangladesh
5718,16594,16833,,,,,,BLESSED MARY MCKILLOP,NSW,BROKEN BAY,WYONG,WARNERVALE,St Mary SRN 16833: Vattakkarikkom,India
5719,16594,16834,,,,,,BLESSED MARY MCKILLOP,NSW,BROKEN BAY,WYONG,WARNERVALE,Our Lady of Fatima SRN 16834: Nadera,Fiji
5721,1000,16835,,,,,,ST CECILIA,NSW,BROKEN BAY,WYONG,TUMBI/WYONG,Annai Valamkanni SRN 16835: Mathias Nagar,India
5720,1000,16836,,,,,,ST CECILIA,NSW,BROKEN BAY,WYONG,TUMBI/WYONG,St Peter SRN 16836: Mathoorkonam,India
5722,2442,16837,,,,,,ST BRENDAN,NSW,BROKEN BAY,WYONG,LAKE MUNMORAH,St Paul SRN 16837: Veliyanadu,India
5723,2442,16838,,,,,,ST BRENDAN,NSW,BROKEN BAY,WYONG,LAKE MUNMORAH,Blassious SRN 16838 : Kalamboor,India
5724,1002,16839,,,,,,ST MARY,NSW,BROKEN BAY,WYONG,TOUKLEY,St Theresa SRN 16839: Kottakkal,India
5726,1770,16840,,,,,,OUR LADY OF THE ROSARY,NSW,BROKEN BAY,WYONG,THE ENTRANCE,Our Lady of Fathima SRN 16840: Fathimanagar,India
5833,1002,16841,,,,,,ST MARY,NSW,BROKEN BAY,WYONG,TOUKLEY,St Anna SRN 16841: Samui Island,Thailand
5725,1770,16842,,,,,,OUR LADY OF THE ROSARY,NSW,BROKEN BAY,WYONG,THE ENTRANCE,Nativity of Our Lady Cathedral : Bangnokkack,Thailand
5727,1909,16844,,,,,,OUR LADY,VIC,WESTERN,BROADMEADOWS,CRAIGIEBURN,St Teresa SRN: 16844: Siohari,Bangladesh
,,,,,,,,,,,,,,
5729,2113,16846,,,,,,HOLY CROSS,QLD,TOOWOOMBA,WARWICK,KILLARNEY/YANGAN,Padrishibur Catholic Church SRN 16846: Chittagong,Bangladesh
5730,6296,16847,,,,,,SACRED HEART,NSW,BROKEN BAY,GOSFORD,UMINA/ETTALONG,St Peter SRN 16847: Namosi,Fiji
5732,11472,16848,,,,,,OUR LADY OF THE PINES,VIC,EASTERN,RINGWOOD,DONVALE,STO NINO LA PAZ SRN 16848: ,Philippines
5733,16809,16849,,,,,,St Mary,VIC,North Western,Avoca/Tyrell,Birchip,St. Don Bosco Conference SRN 16849: Bandarban,Bangladesh
5734,16810,16850,,,,,,O.L. OF GOOD COUNSEL,NSW,Broken Bay,ST IVES,FORESTVILLE,OUR LADY OF HOLY HOPE : VANUAKULA,Fiji
5735,16810,16851,,,,,,O.L. OF GOOD COUNSEL,NSW,Broken Bay,ST IVES,FORESTVILLE,ST MARTIN DE-PORRESS: KANAKAPALLY,India
5740,1322,16852,,,,,,"CENTRE’S AUX, LITHGOW",NSW,BATHURST,EVANS,LITHGOW,St Augustinus: Manisrenggo,Indonesia
5738,1360,16853,,,,,,Our Lady of Fatima,NSW,WILCANNIA FORBE,NARROMINE BOURK,LIGHTNING RIDGE,St Yusuf: Berbah,Indonesia
5823,1169,16854,,,,,,ST PHILOMENA,NSW,BATHURST,CASTLEREAGH,GULARGAMBONE,St Maria Magdalena SRN: 16854: Gayamharjo,Indonesia
5737,1171,16855,,,,,,ST VINCENT,NSW,BATHURST,EVANS,PORTLAND,St Bernardus: Gayamharjo,Indonesia
5741,1539,16856,,,,,,ST FINBAR,NSW,SYDNEY ARCH,ST GEORGE,SANS SOUCI,St Sebastian Women SRN 16856: Chamathachal,India
5742,801,16857,,,,,,ST PATRICK,NSW,ARMIDALE,NORTH EASTERN,WARIALDA,Viswarani Conference SRN: 16857: Ayathil,India
5747,1756,16858,,,,,,SACRED HEART,VIC,Southern,HAMPTON,SANDRINGHAM,ST PAULS CATHEDRAL SRN: 16858: Meegyaungyeh,Myanmar
,,,,,,,,,,,,,,
5753,793,16860,,,,,,SACRED HEART,NSW,WAGGA WAGGA,WAGGA WAGGA,KOORINGAL,Holy Family SRN: 16860: Nowadih,India
5755,700,16863,,,,,,O.L. OF DOLOURS,NSW,BROKEN BAY,ST IVES,CHATSWOOD,St Michael SRN: 16863: Don  Krabeaun,Thailand
5757,793,16865,,,,,,SACRED HEART,NSW,WAGGA WAGGA,WAGGA WAGGA,KOORINGAL,St Teresa SRN: 16865: Rajam,India
5760,16813,16866,,,,,,Personal,,Adelaide,Fleurieu,Victor Harbour,Sacred Heart (L) SRN: 16866: Mottammal,India
5761,793,16867,,,,,,SACRED HEART,NSW,WAGGA WAGGA,WAGGA WAGGA,KOORINGAL,Annai Vailankanni SRN: 16867: Pappireddipatti,India
5763,1198,16868,,,,,,CENTRE AUXILIARY,NSW,LISMORE,HASTINGS,LAURIETON,Velankanni Matha SRN: 16868: Chellanam,India
5764,1682,16869,,,,,,TOWNSVILLE DIOCESAN COUNCIL,QLD,TOWNSVILLE,,TOWNSVILLE,Holy Spirit SRN: 16869: Mukka,India
5765,1689,16870,,,,,,ST PATRICK,QLD,TOWNSVILLE,TOWNSVILLE,SOUTH TOWNSVILLE,Christ the King SRN: 16870: Venur,India
,,,,,,,,,,,,,,
5768,432,16872,,,,,,ST COLUMKILLE,NSW,WOLLONGONG,WOLLONGONG,CORRIMAL,O.L. of Visitation SRN: 16872: Perumanal,India
5774,5677,16873,,,,,,ST MAXIMILLIAN KOLBE,QLD,GOLD COAST,SPRINGWOOD,KINGSTON,Little Flower SRN: 16873: Kalakkodu,India
5826,16694,16874,,,,,,PAYNEHAM CONFERENCE,SA,ADELAIDE,NORTHERN,PAYNEHAM,St Joseph SRN: 16874: Third Camp,India
5777,267,16875,,,,,,ST MARY,QLD,ROCKHAMPTON,ROCKHAMPTON,CLAREMONT,St Antony SRN: 16875: Kootapanai,India
5779,16819,16876,,,,,,ST STANISLAUS COLLEGE (Night),,Bathurst,Evans,Bathurst,Holy Cross: Naleba,Fiji
5780,700,16877,,,,,,O.L. OF DOLOURS,NSW,BROKEN BAY,ST IVES,CHATSWOOD,St Francis (Xavier): Ban Choke Amnuay,Thailand
5792,835,16878,,,,,,ST JOHN THE BAPTIST,NSW,MAITLAND/NEWCASTLE,NEWCASTLE,MAYFIELD WEST,ST YAKOBAY SRN: 16878: ,Thailand
5795,1435,16879,,,,,,ST JOHN OF GOD (STORES),QLD,ROCKHAMPTON,ROCKHAMPTON,ROCKHAMPTON,St Thomas Conference SRN: 16879: Vembar,India
5796,110,16880,,,,,,HOLY NAME,QLD,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,St John Conference SRN: 16880: Mondolkiri,Cambodia
